Date,Startup Name,Industry,Sub-vertical,Location,Investors,Investment Type,Amount in USD,Website URL
19-08-2016,Digio,Technology,Aadhar based Document Signing platform,Bangalore,Rainmatter,Private Equity,375000,https://www.digio.in/
19-08-2016,Quikr,Consumer Internet,Classified Listings platform,Mumbai,Brand Capital,Private Equity,20000000,http://www.quikr.com/
19-08-2016,Ziffity,Technology,Full Service Ecommerce Agency,Chennai,Aspire Systems,Private Equity,,http://www.ziffity.com/
18-08-2016,Sesame Software,Technology,Financial Technology Solutions Provider,Kozhikode,Speridian Technologies,Private Equity,,http://www.sesameindia.com/
18-08-2016,Meesho,eCommerce,Mobile based eCommerce SAAS platform,Bangalore,"Kashyap Deorah, Rajul Garg, Maninder Gulati",Seed Funding,,http://www.meesho.com/
17-08-2016,Appknox,Technology,Mobile security solutions,Bangalore,"SeedPlus, Infocomm Investments, Accel Partners RNT Associates",Private Equity,675000,https://www.appknox.com/
17-08-2016,MaalGaadi,Logistics,Online Logistics Marketplace,Indore,"Swan Angel Network,Sachin Khandelwal and others",Seed Funding,375000,
17-08-2016,Pikkol,Logistics,Packers & Movers,Bangalore,Indian Angel Network,Seed Funding,,http://www.pikkol.com/
17-08-2016,ZiPi,Technology,Mobile Chatbot App,Bangalore,Swan Angel Network,Seed Funding,,http://gozipi.com/
16-08-2016,Gradopedia,Consumer Internet,Career progression Portal,Mumbai,Undisclosed Dubai based HNIs,Seed Funding,,
16-08-2016,Joolz,eCommerce,Online Jewellery Store,Mumbai,"Powerhouse Ventures, M&S Partners",Private Equity,500000,
16-08-2016,Makkajai,Technology,Online & Mobile learning for kids,Pune,"Anand Chandrasekaran, Ananth Narayanan, Mekin Maheshwari, Ravi Garikipati, Divyesh Shah, Swastika Company Ltd",Seed Funding,250000,http://www.makkajai.com/
16-08-2016,SaleBhai,eCommerce,"Sweets, Dry Fruits & Handicrafts etailer",Ahmedabad,Brand Capital,Private Equity,1500000,
16-08-2016,Hike,Consumer Internet,Mobile Messaging App,New Delhi,"Tencent Holdings, Foxconn Technology Group, Tiger Global, SoftBank Group, Bharti Enterprises",Private Equity,175000000,https://get.hike.in/
16-08-2016,OyoRooms,Consumer Internet,Budget Hotels Aggregator,New Delhi,SoftBank Group,Private Equity,62000000,https://www.oyorooms.com/
16-08-2016,Zappfresh,ECommerce,Raw Meat Products eTailer,Gurgaon,Ashvin Chadha,Seed Funding,,http://www.zappfresh.com/
15-08-2016,Buttercups,ECommerce,Women Intimate Wear eTailer,Bangalore,"Anand Chandrasekaran, Kanwaljit Singh, Manoj Varghese",Seed Funding,,https://buttercups.in/
12-08-2016,Innovaccer,Technology,Integrated Enterprise Analytics Platform,Noida,Westbridge Capital Partners,Private Equity,15600000,http://www.innovaccer.com/
12-08-2016,Faircent.com,Consumer Internet,peer-to-peer lending platform,Gurgaon,Brand Capital,Private Equity,1500000,http://dealstreetasia.com/tag/faircent
12-08-2016,Crofarm,Technology,Agri-Tech supply chain Solution provider,Gurgaon,"Mukul Singhal, Rohit Jain, Himanshu Aggrawal, Sunil Goyal Ashish Gupta,",Private Equity,1500000,http://www.crofarm.com/
12-08-2016,Cuberoot,Technology,Data Analytics & Audience Management Platform,Gurgaon,Undisclosed Investors,Seed Funding,500000,http://cuberoot.co/
12-08-2016,Funcastic,Consumer Internet,B2C vernacular podcast aggregator platform,New Delhi,"HT Media Ltd, North Base Media",Seed Funding,,https://play.google.com/store/apps/details?id=com.funcastic.news&hl=en
11-08-2016,91SpringBoard,Consumer Internet,Co-Working Spaces Discovery & Booking platform,Mumbai,"Khattar Holdings, ThirtyThree Investments, Soumitra Sharma, Deepak Sharma, Sumit Dayal and others",Private Equity,,http://www.91springboard.com/
11-08-2016,Travelyaari,Consumer Internet,Online ticket booking platform,Bangalore,"Gujarat Venture Finance Limited (GVFL), Bennett Coleman & Co. Ltd",Private Equity,7000000,http://www.travelyaari.com/
11-08-2016,Zenoti,Technology,Cloud Based Software Solutions Provider,Hyderabad,"Norwest Venture Partners, Accel India",Private Equity,15000000,http://www.zenoti.com/
11-08-2016,Genextstudents,Consumer Internet,Online Tutoring Service provider,Mumbai,1Crowd (through crowdfunding),Seed Funding,209000,http://www.genextstudents.com/
10-08-2016,Bombay Shaving Company,eCommerce,Men’s Grooming Product etailer,New Delhi,"Noshir Kaka, Subramanian Ramadorai, Kiran Deshpande, Pankaj Gupta, Ravi Nigam & Others",Seed Funding,600000,https://www.bombayshavingcompany.com/
10-08-2016,Vebbler,Consumer Internet,Photo Sharing Mobile App,Bangalore,"Anupam Mittal, Sharad Sharma & 14 others",Seed Funding,500000,http://vebbler.com/
09-08-2016,Zeolr/RespirON,Technology,Healthcare related IoT platform,New Delhi,Centre for Innovation Incubation and Entrepreneurship (CIIE),Seed Funding,,http://respiron.in/
09-08-2016,MobiDent,Healthcare,Dental Protection Solution,Bangalore,Centre for Innovation Incubation and Entrepreneurship (CIIE),Seed Funding,,http://www.mobident.in/
08-08-2016,Zipgrid,Consumer Internet,Community services platform,Mumbai,1Crowd (through crowd funding),Seed Funding,200000,http://zipgrid.co/
08-08-2016,Mojarto,eCommerce,"Original Art, Digital Prints etailer",Gurgaon,Undisclosed Investors,Seed Funding,445000,https://www.mojarto.com/
08-08-2016,Wefly Indoor Skydiving,Others,Indoor Skydiving Sports Provider,Mumbai,Swastika Company Ltd.,Seed Funding,40000,http://www.weflyindia.co.in/
08-08-2016,AdPushUp,Technology,Ad optimization Platform,New Delhi,"Geniee, Inc, Purvi Capital",Private Equity,,http://www.adpushup.com/
06-08-2016,VST Travels,Technology,Travel Ticket Booking Software,Kerala,Promatus Group,Seed Funding,27000,
05-08-2016,Tricog,Healthcare,Healthcare Analytics Platform,Bangalore,"Inventus Capital Partners, Blume Ventures & Others",Private Equity,,http://tricog.com/
04-08-2016,Petoo,Consumer Internet,Food Delivery Platform,Bangalore,Existing Investors,Seed Funding,500000,https://petoo.in/
04-08-2016,lehlehsports,Others,Sports Arena discovery,New Delhi,Anglian Omega Network,Seed Funding,,
03-08-2016,FlickBay,Consumer Internet,Mobile Based Bollywood Discovery platform,Mumbai,Paul Roy,Seed Funding,890000,http://flickbay.com/
03-08-2016,ExtraCarbon,Consumer Internet,Waste Recycle Management platform,Gurgaon,Brand Capital,Seed Funding,225000,http://www.extracarbon.com/
03-08-2016,Xcode,Healthcare,Personal Genomics,Chennai,RoundGlass Partners,Private Equity,,http://xcode.in/
02-08-2016,Yumlane,Food & Beverage,Retail Food & Snack Offline centres,Mumbai,"Binny Bansal, Anupam Mittal, Sachin Bhatia, Darius Pandole, Kunal Khattar, Dheerag Jain",Seed Funding,1000000,http://www.yumlane.in/
02-08-2016,Daily Ninja,Consumer Internet,Hyperlocal daily needs Products delivery platform,Bangalore,"Venk Krishnan, Aprameya Radhakrishna, Anupam Mittal, Kunal Shah, Tracxn Labs, Subramanya SV, Ravi Garkipati",Seed Funding,,http://www.dailyninja.in/
02-08-2016,Sheroes,Consumer Internet,Online Job and Career Platform for Women,Noida,"Lumis Partners, The HR Fund, Rajul Garg, Quintillion Media",Private Equity,1800000,https://sheroes.in/
01-08-2016,Medinfi,Consumer Internet,Doctor & Clinic  Discovery Platform,Bangalore,"Mudit Saxena, Evan Lim",Seed Funding,200000,http://www.medinfi.com/
01-08-2016,HealthKart,eCommerce,Online Pharmacy & Health Marketplace,Gurgaon,"Sequoia Capital India, Omidyar Network, Kae Capital",Private Equity,12000000,https://www.healthkart.com/
01-08-2016,RepairEasy,Consumer Internet,Gadget Repair Services Platform,Pune,Undisclosed HNIs,Seed Funding,275000,http://www.repaireasy.in/
01-08-2016,Voonik,eCommerce,Online Women’s Fashion Marketplace,Bangalore,InnoVen Capital,Private Equity,3000000,http://www.voonik.com/
01-08-2016,Tokri,Consumer Internet,Hyperlocal Grocery Delivery platform,Pune,Syska LED group,Private Equity,2500000,http://www.tokri.com/home/login
29-07-2016,Lemon Leaf,Technology,Fresh Fruit and Vegetable Supply Chain Tech Builder,New Delhi,"Saurabh Sahni, Tushar Gupta",Seed Funding,133000,
29-07-2016,Fella Homes,Consumer Internet,Home Rental discovery & Booking platform,Gurgaon,Undisclosed investors,Seed Funding,2000000,http://www.fellahomes.com/
29-07-2016,Appsay,Consumer Internet,Customer Engagement Platform,Pune,"Shreyans Shah, Mayank Shah",Seed Funding,150000,http://www.appsay.co/
29-07-2016,GoCoop,eCommerce,Social Marketplace for Cooperative Enterprises,Bangalore,"Kris Gopalakrishnan, Saha Fund",Private Equity,830000,http://gocoop.com/
29-07-2016,HelloDhobi,Consumer Internet,On-Demand Laundry & Dry cleaning Services,Pune,Swastika Company Ltd,Seed Funding,,http://www.hellodhobi.com/
28-07-2016,Tiyo,Consumer Internet,Doctor Discovery & healthcare info platform,Kolkata,"Anish K, Ajith Nair",Seed Funding,120000,https://tiyo.in/
28-07-2016,MaxWholesale,eCommerce,B2B Wholesale Marketplace,New Delhi,"Maple Capital Advisors, Abhinav Grover",Seed Funding,150000,http://maxwholesale.in/
28-07-2016,Modasta,Consumer Internet,Multi-lingual health content portal,Bangalore,Undisclosed HNIs,Seed Funding,1500000,http://www.modasta.com/
28-07-2016,Neuron,Technology,Machine Learning Platform,New Delhi,"Harvinder Singh Bhatia, TLabs Accelerator",Seed Funding,200000,
27-07-2016,Mezi,Consumer Internet,AI based personal Shopping Assistant,SFO,"Nexus Venture Partners, Saama Capital, American Express Ventures",Private Equity,9000000,http://www.gomezi.com
27-07-2016,IStyleyou,Consumer Internet,Online Fashion Styling & Chat app,Gurgaon,Rannvijay Singh,Seed Funding,,http://istyleyou.in/
27-07-2016,Square Plums,Consumer Internet,Shared Accommodation Discovery platform,Bangalore,Indian Angel Network,Seed Funding,446000,http://www.squareplums.com/
27-07-2016,Byndr,Consumer Internet,Mobile learning management platform,Hyderabad,Education Design Studio,Seed Funding,700000,http://byndr.in/
26-07-2016,Big Deal,Consumer Internet,Student Deals Discovery Platform,New Delhi,EVC Ventures,Seed Funding,100000,
26-07-2016,e27,Consumer Internet,Online Tech Media Portal,Singapore,TechTemple Group,Private Equity,2200000,https://e27.co/
26-07-2016,Zoom Car,Consumer Internet,Self Driver Car Rentals,Bangalore,"Ford Motor Company, Sequoia Capital, Reliance Ventures",Private Equity,25000000,http://www.zoomcar.com
26-07-2016,WakoW,Consumer Internet,Hyperlocal Interest based Mobile Social Network,New Delhi,Undisclosed Investor,Seed Funding,141000,
25-07-2016,Lucideus,Technology,Cyber Security Solutions,New Delhi,Sanjay Baweja,Seed Funding,,http://www.lucideus.com/index.html
25-07-2016,10i Commerce Services,Technology,ECommerce Technology Solutions,Bangalore,Nandan Nilekani,Seed Funding,,http://10i.co.in/
25-07-2016,QDesk,Consumer Internet,Online Workspace provider,New Delhi,"Anuraag Jaipuria, Rishi Kajaria, Ruchirans Jaipuria, Dheeraj Jain, Ankush Nijhawan, Gaurav Bhatnagar, Manish Dhingra",Seed Funding,,https://www.qdesq.com/
25-07-2016,QwikCilver,Consumer Internet,Gift Card Services Provider,Bangalore,"Sistema Asia Fund, Amazon Asia-Pacific, Accel India, Helion Venture Partners",Private Equity,10000000,https://qwikcilver.com/
22-07-2016,Skrilo,Consumer Internet,Mobile Marketing & Rewards Platform,Gurgaon,"Anuj Srivastava, Arvind Tiku",Seed Funding,1500000,https://www.skrilo.com/
22-07-2016,UrDoorStep,Consumer Internet,On-demand Grocery delivery portal,Bangalore,CP Murali,Seed Funding,300000,http://www.urdoorstep.com/
22-07-2016,SimplyMoveIn,eCommerce,online marketplace for curated rental properties,Bangalore,Swastika Company Ltd,Seed Funding,,https://www.simplymovein.com/
22-07-2016,Treebo Hotels,Consumer Internet,Budget Hotel Aggregator & Booking platform,Bangalore,"Bertelsmann India Investments, SAIF Partners, Matrix Partners India. ",Private Equity,16700000,http://dealstreetasia.com/tag/treebo
21-07-2016,Drums Food,Food & Beverage,Yogurt and Ice Cream maker,Mumbai,"Verlinvest, DSG Consumer Partners

",Private Equity,6600000,
21-07-2016,Wiwigo,Consumer Internet,Inter-City Taxi Booking platform,Bangalore,Indian Angel Network,Seed Funding,595000,https://www.wiwigo.com/
21-07-2016,AbeRuk,eCommerce,Online Marketplace for books,Bangalore,Swastika Company Pvt Ltd,Seed Funding,,http://www.aberuk.com/
21-07-2016,MyTaxiIndia,Consumer Internet,Online Car rental booking platform,New Delhi,Nihon Kotsu Co,Private Equity,1000000,http://www.mytaxiindia.com/
20-07-2016,Truckola,Logistics,Tech-focused cargo transport startup,Mumbai,"Abhishek Agarwal, Krishnakumar Nataraj, Sarath Sura, Shanti Mohan, Sarthak and Nihit Agarwal, Suramya Gupta",Seed Funding,595000,http://www.truckola.in/
20-07-2016,iServe Financial,Consumer Internet,Loan Comparison & Deals platform,Pune,Nilesh Shah,Seed Funding,,http://www.iservefinancial.com/
20-07-2016,Tax2Win,Consumer Internet,Online Tax Filing Portal,Jaipur,Undisclosed Investors,Private Equity,1000000,https://tax2win.in/
19-07-2016,AppLop,Consumer Internet,Mobile Apps SaaS Platform,Gurgaon,Green House Ventures Accelerator,Seed Funding,250000,
19-07-2016,NiYO Solutions,Technology,Payroll & Benefits Software solutions,Bangalore,Prime Venture Partners,Private Equity,1000000,
19-07-2016,Deal4Loans / Wishfin,Consumer Internet,"
Loans Comparison platform



",Noida,Franklin Templeton International Services Pvt. Ltd,Private Equity,15000000,http://www.deal4loans.com/
19-07-2016,Sagacito,Technology,Cloud-Based Enterprise Solutions,New Delhi,Star India Pvt. Ltd,Private Equity,10000000,http://www.sagacito.com/
18-07-2016,Zuppler,Consumer Internet,Online Food Ordering platform,New Delhi,SRI Capital,Seed Funding,650000,http://www.zuppler.com/
18-07-2016,BlueStone,eCommerce,Jewellery Etailer,Mumbai,"IIFL and Accel Partners, Kalaari Capital, IvyCap Ventures, RB Investments",Private Equity,30000000,http://bluestone.com/
18-07-2016,Yellowdig,Consumer Internet,Online Learning Platform,Pune,SRI Capital,Seed Funding,650000,https://www.yellowdig.com/
18-07-2016,underDOGS,Technology,Game Development Startup,Mumbai,Intelli Reboot Digital Pvt. Ltd,Private Equity,,
18-07-2016,ImageProVision,Technology,Image Analysis Solutions,Pune,Satish Jamdar,Seed Funding,,
15-07-2016,SatvaCart,eCommerce,Online Grocers,New Delhi,"Abhijit Avasthi, Karan Chellani, SP Vijay",Seed Funding,,http://www.satvacart.com/
15-07-2016,BaggOut,eCommerce,Women’s Fashion etailer,New Delhi,"Sumit Jain, Sumit Jain, Anurag Gupta, Varun Khanna, Faraz Khan",Seed Funding,,http://baggout.com/
15-07-2016,TripShelf,eCommerce,Travel Package Marketplace,New Delhi,GEMS group,Seed Funding,250000,http://www.tripshelf.com/
15-07-2016,BankerBay,Consumer Internet,Online Investment Banking platform,Bangalore,undisclosed investors,Private Equity,2000000,https://www.bankerbay.com/
15-07-2016,Ridlr,Consumer Internet,Public Transport Mobile App,Mumbai,"Times Internet, Innoven Capital, Matrix Partners India, Qualcomm Ventures",Private Equity,6000000,http://ridlr.in/
15-07-2016,WorkApps,Technology,Enterprise Work Management Software,Pune,SRI Capital,Seed Funding,1000000,https://www.workapps.com/
14-07-2016,TransTutors / AskIITians,Consumer Internet,Online Education & Tutoring portals,New Delhi,500 Startups,Private Equity,,http://www.transtutors.com/
14-07-2016,ShoppinPal,Technology,M-Commerce Solutions for Retail Stores,Pune,"Plug and Play Tech Center, Steelhead Ventures & Others",Private Equity,1070000,http://www.shoppinpal.com/
14-07-2016,Augrav,eCommerce,Personalized precious Jewellery etailer,Coimbatore,Keiretsu Forum,Seed Funding,450000,http://www.augrav.com/
13-07-2016,ShareChat,Consumer Internet,Vernacular Language Content Creation & Sharing App,Bangalore,"SAIF Partners, India Quotient",Private Equity,1350000,https://play.google.com/store/apps/details?id=in.mohalla.sharechat&hl=en
13-07-2016,YAAP,Consumer Internet,"Online Content Discovery, Creation & Distribution Platform",New Delhi,Rainmaker Ventures,Private Equity,5000000,http://www.yaap.in/
13-07-2016,Utoo Cabs,Consumer Internet,Cab aggregation & Rental platform,Chennai,Ajay Piramal,Seed Funding,,http://www.utoorides.com/
13-07-2016,Twigly,Consumer Internet,Online Food Ordering & Delivery Startup,Gurgaon,"Tracxn Labs, Hyderabad Angels, Kunal Shah, Gaurav Bhalotia",Seed Funding,600000,http://twigly.in/
13-07-2016,CityFurnish,Consumer Internet,Online Furniture Renting Platform,Gurgaon,Brand Capital,Seed Funding,,http://cityfurnish.com/
13-07-2016,Urban Tailor,Consumer Internet,E-Tailoring service provider,Bangalore,Unitus Seed Fund,Private Equity,,
13-07-2016,RentMojo,Consumer Internet,Online Furniture Renting Platform,Bangalore,"Accel Partners, IDG Ventures India",Private Equity,5000000,https://www.rentomojo.com/
13-07-2016,HEAL Institute,Healthcare,Sports Focused Healthcare Startup,Mumbai,"Jaspal Bindra, Parth Jindal",Seed Funding,,http://www.thehealinstitute.in/
12-07-2016,MintM,Consumer Internet,Digital Marketing & AdTech Platform,Bangalore,"Mumbai Angels,  Times Internet",Private Equity,,http://www.mintm.com/
12-07-2016,GyanDhan,Consumer Internet,Education Focused Financing Platform,New Delhi,"Stanford Angels & Entrepreneurs, Harvard Angels",Seed Funding,,https://www.gyandhan.com/
12-07-2016,SirionLabs,Technology,SAAS based Service Agreement Management,Gurgaon,Sequoia Capital,Private Equity,12250000,http://www.sirionlabs.com/
12-07-2016,HitGrit,Consumer Internet,Online Legal Consultation platform,Chandigarh,"Ashish Mahajan, Sarvesh Sharma",Seed Funding,,http://www.higrit.com/
12-07-2016,Find My Stay,Consumer Internet,Online Budget Hotel Aggregator & Booking Platform,New Delhi,"Rishi Parti, Yogesh Bansal",Seed Funding,,
11-07-2016,Overcart.com,eCommerce,Unboxed & refurbished electronic products marketplace,Gurgaon,"JSW Ventures, Omidyar Network, Sattva Capital, Venture Works",Private Equity,3000000,http://www.overcart.com/
